"text","stars"
"Absolutely incredible quality of fish at this restaurant. I've been to sushi places all around the world and this place definitely made it to the top 50. I...","5"
"I have to admit, and I'm a little embarrassed to do so, my wife and I dined here 3 night in a row while visiting London. The first night: between part 1...","5"
"Enjoyed the food here! It was a bit different flavors than I thought compared to US Indian food but still very satisfying and around the same price points....","4"
"We saw this spot on Saturday night, with a huge line out the door. We came back for a snack on Sunday, since we figured the food had to be good! We weren't...","5"
"AMAZING Chicken and food in general. Perfect place for dinner or brunch. So on our trip to London we were staying in Southern Chelsea. My sister had heard...","5"
"It's as good as it gets for the price. I always seem to find myself at a Nando's whenever I come to London. I got the 5 wings with two sides. It was my...","4"
"Fresh quality like home made. Grilled Chicken Burger with several good varieties of your choosing one or two sides. You are able to choose flavors, and/or...","3"
"Wow! What a gem. Great service. Delicious food. Best Peruvian food in London! Highly recommended","5"
"Remind me of Peru and Colombia. I love Colombian and Peruvian food.Highly recommended.","5"
"Authentic, delicious and hearty fare and very reasonable. A taste of Colombia in London and I say this because of a trip we did some years ago to their...","5"
"Mamak Don has many traditional favorites of Indian/Malaysian dishes. The options are plentiful with many vegetarian, chicken, beef options. If you haven't...","4"
"My friend and I were eyeing this spot and it looked delicious. We love trying new restaurants and eating new dishes so we sat and ate. I ordered this curry...","4"
"Great restaurant ! Very good Food. I advice you to try their big plates with several dishes. Authentic from country taste ! Very nice service.","5"
"Lovely customer service from the staff. The atmosphere was nice in Soho with a big open front. The food was good as per usual - but cannot wait for their...","4"
"I stopped in for a quick bite before a movie and was skeptical about the menu, particularly the tacos. However feeling brave, I ordered two types to share...","4"
"This would have been a 5-star review, my girlfriend and I went for the bottomless boozy brunch deal and the food was amazing, the service was awesome, but...","3"
"We really enjoyed our experience here. Pedrag took care of us for the evening and was a fantastic host. The tartar was our favorite app and we...","5"
"It's an elegant restaurant, we had the Sunday roast prime rib, they serve it table side. Almost forgot they have delicious bread, you won't be able to stop...","4"
"I was on a business trip to London and wanted to take myself for a nice lunch on my last day. I heard that Simpson's was London's oldest restaurant, so I...","3"
"Yes, all the hype is true and it's worth the trip. There's construction on the outside which got us a little confused as to the location, but it wasn't that...","5"
"St John is well known by now, championing nose to tail cooking. Overall, it was excellent food, but rich and heavy. Even so we managed to order the...","4"
"We were so excited to come here for the Nose to Tail dining. Minimalist surrounding with fantastic  service. Here is what we ordered:- roasted bone...","4"
"Everyone always recommends going to Nando's! We had the best wings and even got the wing roulette. Luckily the wings were as spicy as everyone thought they...","5"
"Nando's was truly a wonderful gem to stumble upon. Saw a few groups waiting and after doing a quick google search, I learned that this is actually a chain...","5"
"When is Nandos coming to NYC? I loved their food. I had the sunset burger (no pic) which came out to almost £10  on its own. Considering the fact that the...","5"
"I've lived in England for 5 years while serving in the military and back then I never had a proper English Breakfast.  Back then, English cuisine wasn't the...","5"
"Yummy place!! I did a quick search to brunch places near me and found this cute restaurant! The food is super aesthetic and equally as yummy! FOOD...","4"
"First- this place is kinda hard to find. We walked around for a while looking for the small pink sign. When we got in we were so happy. It's beautifully...","4"
"A good traditional Korean restaurant. We went on a Friday evening at 7 and were seated immediately. Menu items are plenty. Had the seafood pancake, the...","4"
"Naru is a small and simple restaurant serving up some homey and classic Korean dishes.My friend and I made a reservation for a Friday night at 6:30PM. By...","4"
